Abadan,"1) uzaq hám abadan ómir keshirsin dep qoyılǵan ism; 2) elimiz tınısh hám abadan bolsın dep qoyılǵan ism."
Aqshagúl,"1) appaq shıraylı qız bolsın dep qoyılǵan ism; 2) aqsha qar jawıp turǵan payıtta tuwılǵanı ushın qoyılǵan ism; 3) qaltası bárqulla aqshaǵa tolı bolıp júrsin, bay, dáwletli qız bolsın dep qoyılǵan ism; 4) usı qız tuwılǵan kúni birew aynanıń aldına gúl menen aqsha qoyıp ketkeni ushın qoyılǵan ism; 5) kempir apası aqshagúldi jaqsı kórgeni ushın qoyılǵan ism."
Aqsholpan,"shıraylı qız bolsın, tań juldızı Sholpanday jarqırap júrsin dep qoyılǵan ism."
Aqılaya,"aqıllı, esli, sanalı qız bolsın dep qoyılǵan ismler."
Aqılbiyke,"aqıllı, esli, sanalı qız bolsın dep qoyılǵan ismler."
Aqılbay,"aqıllı, bilimli, zeyinli bala bolsın dep qoyılǵan ismler."
Aqılbek,"aqıllı, bilimli, zeyinli bala bolsın dep qoyılǵan ismler."
Aqılbergen,"aqıllı, bilimli, zeyinli bala bolsın dep qoyılǵan ismler."
Aqıljan,"aqıllı, bilimli, zeyinli bala bolsın dep qoyılǵan ismler."
Allabay,"«Alla bizge ul perzent berdi» dep qoyılǵan ismler."
Allabek,"«Alla bizge ul perzent berdi» dep qoyılǵan ismler."
Allambay,"«Alla bizge ul perzent berdi» dep qoyılǵan ismler."
Allambek,"«Alla bizge ul perzent berdi» dep qoyılǵan ismler."
Allabergen,"«Alla bizge perzent berdi» dep qoyılǵan ismler."
Allaberdi,"«Alla bizge perzent berdi» dep qoyılǵan ismler."
Allambergen,"«Alla bizge perzent berdi» dep qoyılǵan ismler."
Allamberdi,"«Alla bizge perzent berdi» dep qoyılǵan ismler."
Allaquwat,"Alla bizge perzent inam etti, quwat berdi dep qoyılǵan ism."
Allamatdin,"Alla bizge perzent berdi, inam etti dep qoyılǵan ism."
Allamjar,"«Alla jarılqap, bizge perzent berdi» dep qoyılǵan ism."
Allamurat,"1) «Allanıń ózi murat-maqsetimizge jetkerdi» dep qoyılǵan ism; 2) Allanıń ózi balanı murat-maqsetine jetkersin dep qoyılǵan ism."
Allanazar,"1) «Allanıń názeri, mehiri túsip, bizge perzent berdi» dep qoyılǵan ism; 2) «Allanıń názeri, mehiri túsip, qollap júrsin» degen tilek penen qoyılǵan ism."
Allaniyaz,"1) «Alladan tilenip, soranıp alǵan bala» degen mánide qoyılǵan ism; 2) Alla yar bolsın dep qoyılǵan ism; 3) Ózbekstan Qaharmanı, Ózbekstan xalıq muǵallimi Allaniyaz Óteniyazovtay (1937 – 2006) miynetkesh adam bolsın dep qoyılǵan ism."
Allashúkir,"usı balanı bergeni, inam etkeni ushın Allaǵa shúkirlik etemiz dep qoyılǵan ism."
Allayar,"1) Alla qollap, yar bolıp júrsin degen tilek penen qoyılǵan ism; 2) mámleketlik ǵayratker Allayar Dosnazarovtay (1896 – 1937) elge belgili insan bolsın degen tilekte qoyılǵan ism; 3) «Alla yar boldı, aman janım qaldı», — dep anası qoyǵan ism."
Allayarkeldi,"Alla yar bolıp, ul bala tuwıldı dep qoyılǵan ism."
Almabiyke,"1) alma terekleri gúllep atırǵan payıtta tuwılǵanı ushın qoyılǵan ism; 2) almanıń gúlindey sulıw qız bolsın dep qoyılǵan ism; 3) almalar pisken waqıtta tuwılǵanı ushın qoyılǵan ism; 4) almaday sulıw qız bolsın dep qoyılǵan ism."
Almagúl,"1) almanıń gúlindey shıraylı qız bolsın dep qoyılǵan ism; 2) alma terekleri gúllegen payıtta tuwılǵanı ushın qoyılǵan ism; 3) almalar pisken waqıtta tuwılǵanı ushın qoyılǵan ism; 4) «qızımdı alma, tiyme, ólmesin, jasasın» dep qoyılǵan ism; 5) anası usı qızǵa eki qabat waqtında almaǵa jerik bolǵanı ushın qoyılǵan ism; 6) Alma-Ata qalasında tuwılǵanı ushın qoyılǵan ism; 7) atası Alma-Atada saparda júrgende tuwılǵan qızǵa qoyılǵan ism."
Almaǵanbet,"Allam maǵan perzent berdi, inam etti dep qoyılǵan ism."
Almaz,"almazday bekkem hám qımbatlı bolsın dep qoyılǵan ism."
Almasbay,"sózleri almastay keskir, ótkir hám bekkem jigit bolsın dep qoyılǵan ismler."
Almasbek,"sózleri almastay keskir, ótkir hám bekkem jigit bolsın dep qoyılǵan ismler."
Almaxan,"1) alma terekleri gúllegen payıtta tuwılǵanı ushın qoyılǵan ism; 2) anası usı qızǵa eki qabat waqtında almaǵa jerik bolǵanı ushın qoyılǵan ism; 3) atasınıń alma baǵı bolǵanı ushın qoyılǵan ism; 4) almaǵa uqsaǵan jumalaq sulıw qız bolsın dep qoyılǵan ism; 5) almaxanday (tıyınday) sulıw qız bolsın dep qoyılǵan ism; 6) almaxannıń (tıyınnıń) tisindey ótkir hám bekkem qız bolsın dep qoyılǵan ism."
Alpamıs,"1) «Alpamıs» dástanındaǵı Alpamıstay batır, dáwjúrek, elge belgili jigit bolsın dep qoyılǵan ism; 2) iri bolıp tuwılǵanı ushın qoyılǵan ism."
Alpısbay,"1) ákesi alpıs jasqa shıqqanda tuwılǵan balaǵa qoyılǵan ism; 2) atası alpıs jasqa shıqqanda tuwılǵan balaǵa qoyılǵan ism; 3) kempir apası alpıs jasqa shıqqanda tuwılǵan balaǵa qoyılǵan ism; 4) jası alpıstan ótsin degen tilek penen qoyılǵan ism; 5) 1960-jılı tuwılǵanı ushın qoyılǵan ism."
Altıbay,"qolı yamasa ayaǵındaǵı barmaqları altaw bolıp tuwılǵanı ushın qoyılǵan ism."
Altın,"altınday qádirli, áziyz qız bolsın dep qoyılǵan ism."
Altınay,"1) altınday qádirli, áziyz hám ayday sulıw qız bolsın dep qoyılǵan ism; 2) bay-dáwletli qız bolsın dep qoyılǵan ism; 3) sarı qız bolıp tuwılǵanı ushın qoyılǵan ism; 4) gúzde tuwılǵanı ushın qoyılǵan ism; 5) altınday salmaqlı hám sımbatlı qız bolsın dep qoyılǵan ism."
Altınbay,"altınday qádirli, áziyz adam bolsın dep qoyılǵan ismler."
Altınbek,"altınday qádirli, áziyz adam bolsın dep qoyılǵan ismler."
Altınbiybi,"altınday qádirli, áziyz qız bolsın dep qoyılǵan ismler."
Altınbiyke,"altınday qádirli, áziyz qız bolsın dep qoyılǵan ismler."
Altıngúl,"1) altınday qádirli, áziyz qız bolsın dep qoyılǵan ism; 2) gúzde tuwılǵanı ushın qoyılǵan ism; 3) gúzde paxta planı orınlanıp atırǵan payıtta tuwılǵanı ushın qoyılǵan ism; 4) anası altın júzik, altın sırǵa sıyaqlı zatlarǵa háwes bolǵanı ushın qoyılǵan ism; 5) Qanlıkól rayonındaǵı Altınkól degen jerde tuwılǵanı ushın qoyılǵan ism; 6) ómiri altınday jaltırap, jarqırap júrsin dep qoyılǵan ism; 7) sarı qız bolıp tuwılǵanı ushın qoyılǵan ism."
Altınshash,"shashları sarı bolıp tuwılǵanı ushın qoyılǵan ism."
Alfiya,"1) ómiri uzaq bolsın dep qoyılǵan ism; 2) Alp tawlarınday mártebesi biyik qız bolsın dep qoyılǵan ism."
Alımbay,"ilimpaz, bilimli adam bolsın dep qoyılǵan ismler."
Alımbek,"ilimpaz, bilimli adam bolsın dep qoyılǵan ismler."
Alımjan,"ilimpaz, bilimli adam bolsın dep qoyılǵan ismler."
Albert,"fizik Albert Eynshteyndey (1879 – 1955) ataqlı adam bolsın dep qoyılǵan ism."
Aman,"1) aman júrsin, ómiri uzaq bolsın dep qoyılǵan ismler; 2) «oshaq basımızda amanlıq bolǵay» degen tilek penen qoyılǵan ismler; 3) «bala aman-esen tuwıldı» dep qoyılǵan ismler; 4) ájaǵası armiyadan aman-esen kelsin dep qoyılǵan ismler; 5) ájaǵası tyurmadan aman kelsin degen niyet penen qoyılǵan ismler."
Amanbay,"1) aman júrsin, ómiri uzaq bolsın dep qoyılǵan ismler; 2) «oshaq basımızda amanlıq bolǵay» degen tilek penen qoyılǵan ismler; 3) «bala aman-esen tuwıldı» dep qoyılǵan ismler; 4) ájaǵası armiyadan aman-esen kelsin dep qoyılǵan ismler; 5) ájaǵası tyurmadan aman kelsin degen niyet penen qoyılǵan ismler."
Amanbek,"aman júrsin, uzaq ómir kórsin dep qoyılǵan ism."
Amanbiybi,"aman júrsin, ómiri uzaq bolsın dep qoyılǵan ismler."
Amanbiyke,"aman júrsin, ómiri uzaq bolsın dep qoyılǵan ismler."
Amangeldi,"1) «bala aman-esen tuwıldı» dep qoyılǵan ism; 2) «denleri saw bolsın, aman júrsin» degen tilek penen qoyılǵan ism; 3) ákesi sapardan aman-esen qaytsın dep qoyılǵan ism; 4) ákesi sapardan kelgen kúnleri tuwılǵan balaǵa qoyılǵan ism; 5) ájaǵası armiyadan kelgen kúnleri tuwılǵan balaǵa qoyılǵan ism; 6) ájaǵası armiyaǵa aman barıp kelsin dep qoyılǵan ism; 7) qaraqalpaq ádebiyatınıń klassigi Berdaqtıń (1827 – 1900) «Amangeldi» shıǵarmasındaǵı Amangeldidey márt, batır bolsın dep qoyılǵan ism; 8) anası qıdırıp barǵan jerine aman-esen jetip bosanǵanı ushın qoyılǵan ism; 9) ákesi tyurmadan aman kelsin dep qoyılǵan ism; 10) ákesi armiyaǵa ketkende tuwılǵan, «aman kelsin» dep qoyılǵan ism."
Amangúl,"1) aman júrsin, ómiri uzaq bolsın dep qoyılǵan ism; 2) «usı qız shańaraǵımızǵa amanlıq alıp kelgey» dep qoyılǵan ism; 3) aldınǵı perzentleri qaytıs bola bergeni ushın, «mına qızım aman qalsın» dep qoyılǵan ism; 4) ákesi armiyadan aman kelsin dep qoyılǵan ism; 5) ájaǵası armiyadan aman-esen kelsin dep qoyılǵan ism; 6) Socialistiik miynettiń qaharmanı Amangúl Saparbaevaday (1925 – 1992) miynetkesh insan bolsın dep qoyılǵan ism."
Amanjan,"janı aman bolsın, uzaq ómir kórsin dep qoyılǵan ismler."
Amanqul,"janı aman bolsın, uzaq ómir kórsin dep qoyılǵan ismler."
Amanlepes,"janı aman bolsın, uzaq ómir kórsin dep qoyılǵan ismler."
Amanjol,"1) jolı ashıq hám taza bolsın, aman júrsin degen tilek penen qoyılǵan ism; 2) anası jolda baratırıp bosanǵanı ushın qoyılǵan ism."
Amanlıq,"1) aman júrsin, ómir jası uzaq bolsın dep qoyılǵan ism; 2) endigi jaǵı amanlıq bolǵay, qıyınshılıq kórmegeymiz dep qoyılǵan ism; 3) shańaraǵımızǵa amanlıq alıp kelsin dep qoyılǵan ism."
Amanniyaz,"aman júrsin, uzaq ómir kórsin dep qoyılǵan ism."
Amantay,"1) aman júrsin, ómiri uzaq bolsın dep qoyılǵan ism; 2) aman-esen tuwılǵanı ushın qoyılǵan ism."
Amantur,"tursın, jasasın dep qoyılǵan ism."
Anar,"1) denesinde qızıl qal bolǵanı ushın qoyılǵan ism; 2) júzi qızarıp tuwılǵanı ushın qoyılǵan ism; 3) ómiri anardıń suwınday mazalı bolsın, anardıń dánesindey ónip-óssin dep qoyılǵan ism."
Anara,"1) denesiniń bir jerinde qızıl qal bolǵanı ushın qoyılǵan ism; 2) anardıń miywesindey ózinen kóbeysin dep qoyılǵan ism."
Anarbiybi,"1) denesinde qızıl qal bolǵanı ushın qoyılǵan ismler; 2) anardıń dánelerindey ónip-óssin dep qoyılǵan ismler."
Anarbiyke,"1) denesinde qızıl qal bolǵanı ushın qoyılǵan ismler; 2) anardıń dánelerindey ónip-óssin dep qoyılǵan ismler."
Anarjan,"1) denesinde qızıl qal bolǵanı ushın qoyılǵan ismler; 2) anardıń dánelerindey ónip-óssin dep qoyılǵan ismler."
Anargúl,"1) anardıń gúlindey shıraylı qız bolsın dep qoyılǵan ism; 2) anarǵa uqsaǵan sulıw qız bolsın dep qoyılǵan ism; 3) anar terekleri gúllep atırǵan payıtta tuwılǵanı ushın qoyılǵan ism; 4) denesinde qızıl qal menen tuwılǵanı ushın qoyılǵan ism; 5) anası usı qızǵa eki qabat waqtında anardıń suwına jerik bolǵanı ushın qoyılǵan ism; 6) anası anardı jaqsı kóretuǵın bolǵanı ushın qoyılǵan ism."
Anarsulıw,"anarǵa uqsaǵan shıraylı qız bolsın dep qoyılǵan ism."
Anarxan,"1) anardıń gúlindey sulıw qız bolsın dep qoyılǵan ism; 2) denesiniń bir jerinde qızıl qal menen tuwılǵanı ushın qoyılǵan ism."
Andıbay,"An-2 (russha An-dva) samolyotında baratırıp tuwılǵanı ushın qoyılǵan ism."
Anna,"anna urıwınıń qızı bolǵanı ushın qoyılǵan ism."
Annabay,"anna urıwınıń balası bolǵanı ushın qoyılǵan ism."
Annaqul,"juma kúni tuwılǵanı ushın qoyılǵan ism."
Ańsatbay,"1) qıyınshılıqsız ańsat ǵana tuwılǵanı ushın qoyılǵan ismler; 2) ómirinde óz ornın ańsat tawıp júrsin, ómir jolı ańsat bolsın dep qoyılǵan ismler; 3) birinshi perzent bolǵanı ushın, «ómir jolımız ańsat bolsın» dep qoyılǵan ismler; 4) bala qıyınshılıq penen tuwılǵanı ushın, «keyingi ómiri endi ańsat bolsın» dep qoyılǵan ismler; 5) múshkili ańsat, miyneti jeńil bolsın dep qoyılǵan ismler; 6) ómiri ańsat keshsin, qıyınshılıq kórmesin dep qoyılǵan ismler."
Ańsatbek,"1) qıyınshılıqsız ańsat ǵana tuwılǵanı ushın qoyılǵan ismler; 2) ómirinde óz ornın ańsat tawıp júrsin, ómir jolı ańsat bolsın dep qoyılǵan ismler; 3) birinshi perzent bolǵanı ushın, «ómir jolımız ańsat bolsın» dep qoyılǵan ismler; 4) bala qıyınshılıq penen tuwılǵanı ushın, «keyingi ómiri endi ańsat bolsın» dep qoyılǵan ismler; 5) múshkili ańsat, miyneti jeńil bolsın dep qoyılǵan ismler; 6) ómiri ańsat keshsin, qıyınshılıq kórmesin dep qoyılǵan ismler."
Aralbay,"1) Moynaqta tuwılǵanı ushın qoyılǵan ism; 2) Aral teńizindey tasıp, dáwletli adam bolsın dep qoyılǵan ism; 3) kewili teńizdey keń bolsın dep qoyılǵan ism; 4) aralbay urıwınıń balası bolǵanı ushın qoyılǵan ism; 5) Moynaq rayonındaǵı Aral awılında tuwılǵanı ushın qoyılǵan ism; 6) Aral teńizi tolsın degen niyet penen qoyılǵan ism."
Arapat,"Arapat tawınday biyik mártebeli jigit bolsın dep qoyılǵan ismler."
Arapatdin,"Arapat tawınday biyik mártebeli jigit bolsın dep qoyılǵan ismler."
Arzayım,"1) arzıytuǵın, múnásip, ılayıq qız bolsın dep qoyılǵan ism; 2) qız balanıń tuwılıwın kóp jıl ańsap kútkeni ushın qoyılǵan ism; 3) ar-namıslı, hújdanlı qız bolsın dep qoyılǵan ism."
Arzıbay,"1) ul balanı arzıw-árman etip júrgende tuwılǵan balaǵa qoyılǵan ismler; 2) arzıytuǵın, múnásip, ılayıq adam bolsın dep qoyılǵan ismler."
Arzıbek,"1) ul balanı arzıw-árman etip júrgende tuwılǵan balaǵa qoyılǵan ismler; 2) arzıytuǵın, múnásip, ılayıq adam bolsın dep qoyılǵan ismler."
Arzıbiybi,"1) qızdı qattı ańsap, arzıw etip júrgende tuwılǵan qızǵa qoyılǵan ismler; 2) arzıw-úmitleri ámelge asıp júrgey dep qoyılǵan ismler; 3) arzıytuǵın, múnásip, ılayıq qız bolsın dep qoyılǵan ismler."
Arzıbiyke,"1) qızdı qattı ańsap, arzıw etip júrgende tuwılǵan qızǵa qoyılǵan ismler; 2) arzıw-úmitleri ámelge asıp júrgey dep qoyılǵan ismler; 3) arzıytuǵın, múnásip, ılayıq qız bolsın dep qoyılǵan ismler."
Arzıgúl,"1) qızdı arzıw (úmit) etip júrgende tuwılǵan qızǵa qoyılǵan ism; 2) arzıw-úmitleri orınlanıp júrsin dep qoyılǵan ism; 3) arzıytuǵın, múnásip, ılayıq qız bolsın dep qoyılǵan ism; 4) Ózbekstan hám Qaraqalpaqstan xalıq artisti Arzıgúl Atamuratovaday (1923 – 2016) ataqlı qosıqshı bolsın dep qoyılǵan ism."
Arzımámbet,"ul balanı arzıw-árman etip júrgende tuwılǵan balaǵa qoyılǵan ismler."
Arzımbet,"ul balanı arzıw-árman etip júrgende tuwılǵan balaǵa qoyılǵan ismler."
Arzımurat,"arzıw-ármanımız orınlandı dep qoyılǵan ism."
Arzıwayım,"arzıw-árman etip júrgende tuwılǵan qızǵa qoyılǵan ism."
Arzıwbay,"1) arzıwımızǵa jettik dep qoyılǵan ismler; 2) oylaǵan arzıw-ármanlarına erisip júrsin dep qoyılǵan ismler."
Arzıwbek,"1) arzıwımızǵa jettik dep qoyılǵan ismler; 2) oylaǵan arzıw-ármanlarına erisip júrsin dep qoyılǵan ismler."
Arzıwxan,"1) qızdı arzıw-árman etip júrgende tuwılǵan qızǵa qoyılǵan ism; 2) usı qızdan keyingisi ul bala bolsın dep qoyılǵan ism."
Arzıxan,"1) uzaq jıldan keyin perzentli bolǵanı ushın qoyılǵan ism; 2) arzıytuǵın perzent bolsın dep qoyılǵan ism."
Artıqbay,"1) hámme nársesi artıq bolıp júrsin, qatarınan kem bolmasın dep qoyılǵan ism; 2) denesinde qanday da bir artıqsha belgi menen tuwılǵanı ushın qoyılǵan ism; 3) usı baladan keyin qız tuwılsın degen tilek penen qoyılǵan ism."
Artıqbiyke,"1) nesiybesi kem bolmasın dep qoyılǵan ismler; 2) denesiniń bir jerinde qanday da artıqsha belgi menen tuwılǵanı ushın qoyılǵan ismler; 3) qızlar jeterli boldı, endigisi ul bala bolsın degen tilek penen qoyılǵan ismler."
Artıqgúl,"1) nesiybesi kem bolmasın dep qoyılǵan ismler; 2) denesiniń bir jerinde qanday da artıqsha belgi menen tuwılǵanı ushın qoyılǵan ismler; 3) qızlar jeterli boldı, endigisi ul bala bolsın degen tilek penen qoyılǵan ismler."
Arıslan,"1) arıslanday aybatlı, júrekli, kúshli jigit bolsın dep qoyılǵan ismler; 2) Barıs jılı tuwılǵanı ushın qoyılǵan ismler; 3) «Qırıq qız» dástanındaǵı Arıslanday jigit bolsın dep qoyılǵan ismler; 4) Qaraqalpaqstan xalıq shayırı, Ózbekstan xalıq jırshısı Abbaz Dabılovtıń (1898 — 1970) «Bahadır» dástanındaǵı Arıslanday jigit bolsın dep qoyılǵan ismler."
Arıslanbay,"1) arıslanday aybatlı, júrekli, kúshli jigit bolsın dep qoyılǵan ismler; 2) Barıs jılı tuwılǵanı ushın qoyılǵan ismler; 3) «Qırıq qız» dástanındaǵı Arıslanday jigit bolsın dep qoyılǵan ismler; 4) Qaraqalpaqstan xalıq shayırı, Ózbekstan xalıq jırshısı Abbaz Dabılovtıń (1898 — 1970) «Bahadır» dástanındaǵı Arıslanday jigit bolsın dep qoyılǵan ismler."
Arıslanbek,"1) arıslanday aybatlı, júrekli, kúshli jigit bolsın dep qoyılǵan ismler; 2) Barıs jılı tuwılǵanı ushın qoyılǵan ismler; 3) «Qırıq qız» dástanındaǵı Arıslanday jigit bolsın dep qoyılǵan ismler; 4) Qaraqalpaqstan xalıq shayırı, Ózbekstan xalıq jırshısı Abbaz Dabılovtıń (1898 — 1970) «Bahadır» dástanındaǵı Arıslanday jigit bolsın dep qoyılǵan ismler."
Arıw,"shıraylı qız bolsın dep qoyılǵan ismler."
Arıwbiyke,"shıraylı qız bolsın dep qoyılǵan ismler."
Arıwjan,"ózi de, jan dúnyası da sulıw bolsın dep qoyılǵan ism."
Arıwxan,"1) gózzal qız bolsın dep qoyılǵan ism; 2) qızlardıń xanı bolıp júrsin dep qoyılǵan ism; 3) qıyat urıwınıń Arıwxan degen urannıń atına qoyılǵan ism; 4) qıyat urıwınıń sulıw qızı bolıp júrsin dep qoyılǵan ism."
Asal,"palday shiyrin, jaǵımlı, súykimli qız bolsın dep qoyılǵan ism."
Asan,"sulıw jigit bolsın dep qoyılǵan ismler."
Asanbay,"sulıw jigit bolsın dep qoyılǵan ismler."
Asqar,"1) ómir jolı, mártebesi tawday biyik jigit bolsın dep qoyılǵan ismler; 2) ákesiniń asqar tawı bolsın dep qoyılǵan ismler; 3) úyimizdiń asqar tawday tiregi, súyenishi bolsın dep qoyılǵan ismler; 4) perzentimiz kóbeysin, assın dep qoyılǵan ismler."
Asqarbay,"1) ómir jolı, mártebesi tawday biyik jigit bolsın dep qoyılǵan ismler; 2) ákesiniń asqar tawı bolsın dep qoyılǵan ismler; 3) úyimizdiń asqar tawday tiregi, súyenishi bolsın dep qoyılǵan ismler; 4) perzentimiz kóbeysin, assın dep qoyılǵan ismler."
Asqarbek,"1) ómir jolı, mártebesi tawday biyik jigit bolsın dep qoyılǵan ismler; 2) ákesiniń asqar tawı bolsın dep qoyılǵan ismler;"